vehicle_age,km_driven,mileage,engine,max_power,seats,selling_price,model_freq,brand_BMW,brand_Datsun,brand_Ford,brand_Honda,brand_Hyundai,brand_Jaguar,brand_Mahindra,brand_Maruti,brand_Mercedes-Benz,brand_Other,brand_Renault,brand_Skoda,brand_Tata,brand_Toyota,brand_Volkswagen,seller_type_Individual,seller_type_Trustmark Dealer,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,transmission_type_Manual
10,75000,14.21,2143,203.0,5,1575000,121,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
6,74000,23.4,1248,74.0,5,550000,890,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
4,76000,16.0,2179,140.0,7,1190000,329,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,10000,17.0,1956,167.67,5,1228000,21,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
3,25000,17.19,1197,81.86,5,741000,906,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
3,5000,23.95,998,67.05,5,350000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
6,30000,18.6,1197,81.83,5,550000,906,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
3,6752,20.3,1086,68.0,5,550000,139,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2,12000,22.05,796,47.3,5,285000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
4,70000,21.19,1396,88.73,5,850000,906,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
5,60000,19.44,1198,67.0,7,350000,85,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
3,19000,21.4,1197,83.1,5,825000,364,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6,63254,25.2,1248,74.0,5,575000,781,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
4,100000,23.84,1199,84.0,5,300000,145,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
2,35000,23.7,1396,88.76,5,980000,58,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
3,18000,18.0,1969,190.0,5,4750000,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
9,124000,14.7,1985,163.0,5,1400000,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
4,58574,16.0,2179,140.0,7,1090000,329,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
9,65000,14.94,2143,204.0,5,2100000,118,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
6,37000,15.63,1499,110.4,5,675000,373,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9,58000,18.6,1197,85.8,5,425000,781,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
3,20000,18.9,1197,81.86,5,525000,580,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
2,17000,17.0,1956,138.1,5,1695000,21,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
5,54000,23.1,998,67.04,5,450000,237,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6,56000,19.59,1995,187.74,5,2675000,152,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
14,49251,19.7,796,46.3,5,175000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
7,66000,15.4,2179,120.0,8,1090000,273,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
5,30464,23.1,998,67.04,5,469000,237,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5,52000,20.85,1197,83.14,5,550000,890,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
7,50000,20.51,998,67.06,5,400000,717,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
4,60000,26.21,1248,88.5,5,650000,346,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
11,37900,13.7,1798,157.75,5,845000,93,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
12,89791,16.55,2993,258.0,5,1350000,22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
11,64616,20.36,1197,78.9,5,310000,410,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
5,50000,22.54,1396,88.73,5,650000,906,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
4,90000,20.51,998,67.04,5,320000,717,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
4,90000,28.4,1248,74.02,5,700000,890,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
2,12000,21.7,998,67.0,5,400000,13,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
6,63471,24.0,1120,70.0,5,508000,580,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
11,81000,20.0,1399,68.0,5,180000,270,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
5,110000,22.54,1396,88.73,5,600000,906,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
5,38000,18.15,1198,82.0,6,555000,66,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
5,120000,14.1,2179,147.94,7,900000,100,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
7,40000,17.01,1591,121.3,5,625000,492,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
6,83563,17.01,1582,126.2,5,985000,335,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
3,54400,19.3,1248,73.9,5,580000,890,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
9,75000,19.7,796,46.3,5,222000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
11,142000,12.8,2494,102.0,8,780000,543,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
6,34235,17.8,1497,117.3,5,600000,757,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
5,60000,27.28,1047,69.0,5,330000,145,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
5,42037,28.4,1248,74.02,5,560000,890,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
14,113434,12.7,2609,116.6,8,310000,273,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
5,60000,25.17,799,53.3,5,276000,306,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
7,61000,25.8,1498,98.6,5,425000,362,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
6,68000,25.17,799,53.3,5,325000,306,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
5,50000,26.0,1498,98.6,5,889000,757,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
8,50000,18.6,1197,85.8,5,475000,781,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
12,57313,17.92,1086,62.1,5,275000,139,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
8,45788,20.0,1399,68.0,5,240000,270,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
11,75000,19.81,1086,68.05,5,270000,410,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
3,80000,20.3,1199,84.0,5,450000,37,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
4,40000,20.73,1373,91.1,5,800000,346,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
4,60000,21.0,1498,74.96,7,545000,210,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
3,60000,22.0,1197,81.8,5,800000,890,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
8,120000,12.99,2494,100.6,7,1000000,543,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
11,75000,19.81,1086,68.05,5,270000,410,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2,8000,18.6,1199,88.76,5,675000,362,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
3,9000,23.01,999,67.0,5,420000,306,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
11,130000,12.8,2494,102.0,7,600000,543,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
10,45452,15.6,1196,70.0,5,175000,270,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
4,100000,16.5,1493,70.0,7,710000,210,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
3,10000,19.0,1199,88.76,5,800000,362,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7,62543,16.09,1598,103.2,5,621000,246,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
4,50000,19.12,1373,91.1,5,780000,346,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
11,107000,20.92,998,67.1,5,230000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
11,300000,18.7,1896,66.0,5,400000,59,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
12,72546,16.1,1298,88.2,5,295000,781,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
3,8977,24.04,999,67.0,5,490000,306,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
3,28000,20.68,1995,188.0,5,3300000,54,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
9,56702,22.32,1582,126.32,5,525000,492,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
6,90000,12.99,2494,100.6,7,840000,543,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
6,28000,14.69,2993,258.0,5,3900000,107,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4,31000,19.0,1199,88.7,5,745000,174,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6,117089,20.14,1498,88.8,5,450000,372,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
4,33000,18.6,1197,81.83,5,625000,906,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
9,21001,20.92,998,67.1,5,265000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
6,49700,15.04,1598,103.2,5,620000,246,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
5,175000,22.77,1498,98.59,5,680000,373,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
4,30903,23.95,998,67.05,5,377000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
4,60500,19.3,1248,73.9,5,620000,890,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
4,40000,18.0,1497,117.3,5,950000,757,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
6,45000,18.9,1197,82.0,5,475000,580,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
6,35000,20.85,1197,83.14,5,520000,890,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
3,35000,16.5,1493,70.0,7,800000,210,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
7,145000,15.1,2179,140.0,7,750000,329,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
11,120000,17.8,1086,63.0,5,134000,139,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
9,110000,20.0,1399,68.0,5,250000,270,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
3,13000,22.0,1197,81.8,5,585000,781,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
10,80000,22.9,1248,74.0,5,350000,781,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
6,91000,12.99,2494,100.6,7,1150000,543,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
3,35000,21.66,1498,103.52,5,1090000,181,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
9,59100,15.6,1497,116.3,5,575000,757,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,10000,22.7,799,53.64,5,350000,75,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
3,25000,23.01,999,67.0,5,299000,306,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
6,41559,21.5,1197,81.8,5,350000,717,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
5,35000,23.95,998,67.05,5,285000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
1,2300,25.17,799,53.3,5,375000,306,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
6,63000,15.8,1591,121.3,5,965000,335,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
6,33421,20.36,1197,78.9,5,350000,410,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
7,80000,22.7,1498,89.84,5,590000,373,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
5,40000,18.12,1995,190.0,5,3350000,107,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
11,120000,13.6,2523,63.0,8,450000,210,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
6,56000,25.2,1248,74.0,5,490000,781,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2,15000,21.56,1462,103.25,5,830000,346,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
5,120000,12.99,2494,100.6,7,900000,543,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
6,55000,23.95,998,67.05,5,325000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
5,81984,23.0,1396,90.0,5,650000,906,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
11,39800,16.47,1198,73.9,5,265000,372,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True
8,72986,22.07,1199,73.9,5,500000,372,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2,30000,17.0,1198,108.5,5,650000,85,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
17,120000,10.5,2179,120.0,7,145000,273,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
4,27550,22.54,1396,88.73,5,783000,906,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
10,120000,16.47,1198,73.9,5,300000,372,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True
7,84566,24.0,1186,73.97,5,360000,580,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
17,60000,13.1,1997,141.1,5,525000,28,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6,73255,25.2,1248,74.0,5,556000,781,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
7,60000,22.74,796,47.3,5,250000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
10,80000,17.0,1497,118.0,5,350000,757,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
3,14709,24.7,796,47.3,5,380000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
4,27000,18.16,1196,86.8,5,540000,65,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
4,76000,14.24,2755,174.5,7,2750000,186,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
5,25000,22.74,796,47.3,5,220000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
2,60000,24.7,1047,69.0,5,700000,37,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
3,12000,20.68,1995,188.0,5,3300000,54,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
14,89000,18.9,998,67.1,5,185000,717,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
3,9000,26.82,1498,93.87,5,950000,346,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
11,87884,15.6,1196,70.0,5,180000,270,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
3,15000,22.5,999,68.0,5,365000,75,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
4,83000,26.32,1498,93.87,5,745000,346,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2,16000,18.5,1194,94.93,5,700000,33,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
5,30000,18.9,1197,82.0,5,420000,580,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
9,67630,19.08,1582,126.32,5,675000,492,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6,44070,17.2,1197,103.6,5,725000,372,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
7,10595,23.95,998,67.05,5,325000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
17,70000,19.7,796,46.3,5,100000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
7,69000,16.36,2179,187.7,5,2100000,52,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
7,36000,20.36,1197,78.9,5,345000,410,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
7,120000,15.96,2523,62.1,9,500000,210,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
8,90000,15.96,2523,62.1,7,460000,210,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
14,76366,19.7,796,46.3,5,185000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
4,15000,20.89,1197,81.8,5,450000,73,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
6,44000,20.77,1248,88.76,7,775000,343,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2,1500,22.27,1498,108.6,5,975000,246,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True
8,30000,15.6,1196,70.0,5,325000,270,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
2,12000,21.56,1462,103.25,5,990000,346,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
3,41000,23.01,999,67.0,5,395000,306,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
2,1750,20.65,1462,103.25,5,990000,346,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True
3,40000,24.04,999,67.0,5,350000,306,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2,5000,18.2,1199,88.7,5,650000,174,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
7,124998,11.5,2982,171.0,7,1800000,186,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
4,40000,18.0,1969,190.0,5,3850000,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
5,45000,17.8,1497,117.3,5,800000,757,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
9,76000,25.47,1248,88.5,7,625000,343,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
11,92626,12.4,1998,132.0,8,440000,543,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
2,47000,20.14,1498,88.5,5,750000,372,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True
8,47000,17.0,1197,80.0,5,475000,906,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
9,99000,14.7,1985,163.0,5,1600000,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
5,50000,24.52,1248,88.5,7,700000,343,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
1,3000,20.3,1086,68.07,5,380000,139,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
5,25000,17.8,1198,86.7,5,750000,362,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
1,8000,17.3,1497,121.0,7,950000,24,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
3,4000,21.4,1197,83.1,5,650000,364,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5,112000,19.67,1582,126.2,5,1050000,335,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
4,50898,21.01,1197,81.8,5,600000,364,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
4,41000,20.14,1498,88.7,5,630000,372,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
9,40000,19.3,1248,73.9,5,460000,890,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
3,25000,21.4,1197,83.1,5,800000,364,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10,63000,20.36,1197,78.9,5,320000,410,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2,25000,23.95,998,67.05,5,431000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
5,64000,12.51,2179,187.7,7,3290000,42,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
3,35575,22.54,1396,88.73,5,710000,906,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
9,60000,15.96,2523,63.0,9,500000,210,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
4,23000,24.7,796,47.3,5,285000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
3,21000,18.6,1197,81.86,5,795000,906,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
7,24000,25.2,1248,74.0,5,600000,781,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
7,80000,15.96,2523,62.1,7,550000,210,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
3,31500,15.8,1591,121.3,5,1275000,335,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
6,110000,26.59,1248,74.0,5,440000,890,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
8,74581,23.4,1248,74.0,5,550000,890,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2,42000,23.0,1498,98.96,5,1021000,373,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
8,293000,15.96,2523,62.1,9,405000,210,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
2,6944,23.95,998,67.05,5,465000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
7,54187,20.34,1498,103.2,5,649000,246,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
5,60000,16.2,1199,74.0,5,485000,372,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True
3,30000,23.95,998,67.05,5,350000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
7,56000,24.0,1120,70.0,5,460000,580,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
4,62000,13.68,2393,147.8,7,1850000,543,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
3,28500,28.09,1248,88.5,5,925000,346,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
3,75000,20.14,1498,88.0,5,655000,372,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
8,52000,20.92,998,67.1,5,260000,778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
3,25000,20.3,1199,84.0,5,535000,37,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
4,45000,15.68,1999,177.0,5,4350000,42,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
10,169000,12.8,2494,102.0,8,850000,543,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
7,48000,18.9,998,67.1,5,320000,717,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
4,60000,21.7,1498,98.96,5,650000,373,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
